stop_name,lng,lat
KJ79 - KG BATU 14 HULU LANGAT,101.82156,3.12258
KJ80 - KG SG SEMUNGKIS,101.82303,3.12438
KJ81 - TMN SRI KUNDANG (BARAT),101.8297,3.12952
KJ82 - TMN SRI KUNDANG (TIMUR),101.8312,3.13064
KJ83 - KG DUSUN TUA,101.83244,3.13387
KJ84 - IKBN DUSUN TUA,101.83466,3.13726
KJ85 - SRA DUSUN TUA,101.83597,3.13971
KJ86 - MASJID AL-MUTTAQIN,101.8385,3.14597
KJ87 - SK DUSUN TUA,101.83904,3.15062
KJ88 - MADRASAH AL MUNAWWARAH KG PUDING,101.84313,3.1553
KJ89 - PUSAT INKUBATOR PEKAN BATU 18,101.84689,3.1625
KJ90 - SJK(C) CHOON HWA BATU 18,101.84772,3.16462
KJ91 - PEKAN BATU 18 (UTARA),101.84957,3.16708
KJ92 - KG JAWA,101.85458,3.17446
KJ93 - SK LUBUK KELUBI,101.85607,3.17757
KJ94 - SRA KG KUALA PERDIK,101.85642,3.17903
KJ95 - MASJID LUBUK KELUBI,101.85407,3.18599
KJ96 - KG PADANG,101.85336,3.18863
KJ97 - KOMPLEK PERUMAHAN JBT PERHUTANAN NEGERI SELANGOR,101.856,3.19624
KJ98 - MAHAT TABIAH ISLAM ASSOFA,101.85859,3.20361
KJ99 - KEM LUBUK MANGGIS,101.86076,3.20832
KJ100 - KG LEPOK,101.86977,3.21112
KJ101 - SK KUALA POMSON,101.87087,3.21121
KJ102 - KG KUALA PANGSUN,101.87626,3.21021
KJ103 - SK KUALA POMSON,101.87078,3.21109
KJ104 - KG LEPOK,101.86961,3.211
KJ105 - KEM LUBUK MANGGIS,101.86047,3.20819
KJ106 - MAHAT TABIAH ISLAM ASSOFA,101.8587,3.20358
KJ107 - KOMPLEK PERUMAHAN JBT PERHUTANAN NEGERI SELANGOR,101.85611,3.19617
KJ109 - MASJID LUBUK KELUBI,101.85417,3.18608
KJ110 - SRA KG KUALA PERDIK,101.85657,3.17918
KJ111 - SK LUBUK KELUBI,101.85614,3.17731
KJ112 - KG JAWA,101.85491,3.17475
KJ113 - PEKAN BATU 18 (UTARA),101.84956,3.16693
KJ134 - SJK(C) CHOON HWA BATU 18,101.84772,3.16428
KJ135 - PUSAT INKUBATOR PEKAN BATU 18,101.84718,3.16293
KJ136 - MADRASAH AL MUNAWWARAH KG PUDING,101.84315,3.15508
KJ137 - SK DUSUN TUA,101.83925,3.15073
KJ138 - MASJID AL-MUTTAQIN,101.83861,3.14583
KJ139 - SRA DUSUN TUA,101.83584,3.1391
KJ140 - IKBN DUSUN TUA,101.83452,3.13706
KJ141 - KG DUSUN TUA,101.83255,3.1338
KJ142 - TMN SRI KUNDANG (TIMUR),101.8311,3.13041
KJ143 - TMN SRI KUNDANG (BARAT),101.82951,3.12922
KJ144 - KG SG SEMUNGKIS,101.82324,3.12438
KJ145 - KG BATU 14 HULU LANGAT,101.82184,3.1228
KJ146 - KG RANTAU PANJANG,101.82046,3.12038
KJ147 - SMK ABDUL JALIL,101.81865,3.11791
KJ148 - TMN INDAH JAYA BATU 13 1/2,101.81688,3.11581
KJ149 - PEKAN BATU 14,101.81607,3.11365
KJ150 - KOMPLEKS PENGHULU HULU LANGAT,101.81528,3.11198
KJ151 - KG SG MICHU,101.81118,3.10883
KJ152 - KG NANDING,101.80861,3.1061
KJ154 - TMN SERI NANDING,101.8058,3.10335
KJ155 - TMN DESA RAYA,101.80253,3.0999
KJ156 - TMN LAGENDA SURIA,101.80148,3.09871
KJ157 - TMN BKT SEKAWAN,101.7973,3.09507
KJ158 - KG SG SERAI,101.79586,3.0935
KJ159 - SEK AGAMA RAKYAT SG SERAI,101.79444,3.09156
KJ160 - BALAI RAYA KG SG SERA,101.79241,3.08872
KJ161 - SK SG SERAI,101.78991,3.086
KJ163 - TMN DESA PELANGI,101.78832,3.08376
KJ164 - TMN LANGAT CERIA,101.7868,3.08136
KJ165 - BALAI RAYA KG. RAYA,101.78542,3.07978
KJ166 - KG BKT RAYA (SELATAN),101.7841,3.07773
KJ170 - TMN IDAMAN,101.78323,3.0766
KJ172 - PLAZA WINNIE / TMN CENDANA,101.7807,2.99092
KJ173 - STADIUM KAJANG,101.78755,2.99614
KJ174 - KPJ KAJANG,101.78506,2.99915
KJ177 - AEON MAHKOTA CHERAS,101.78603,3.05513
KJ195 - BDR MAHKOTA CHERAS SEK 3,101.78931,3.06053
KJ200 - BDR MAHKOTA CHERAS SEK 5,101.79387,3.05421
KJ205 - TMN KAJANG UTAMA,101.78978,2.97429
KJ206 - RECCO AVENUE,101.78973,2.97145
KJ207 - REKO SENTRAL,101.79043,2.9667
KJ209 - KAJANG SEK 5,101.79232,2.96094
KJ210 - SK BKT RAYA,101.78253,3.07204
KJ211 - KG SG TANGKAS,101.78782,2.95016
KJ212 - TMN INDUSTRI SG TANGKAS,101.78577,2.94573
KJ213 - IMPIANA CHERAS,101.78899,3.05015
KJ214 - MAHKOTA WALK,101.78687,3.05144
KJ215 - UKM DRIVING RANGE,101.78569,2.9394
KJ216 - ASTAKA PADANG UKM,101.78384,2.93575
KJ217 - KOMPLEKS KESATRIA UKM,101.78925,2.92704
KJ219 - STADIUM UKM,101.78516,2.93084
KJ220 - KOLEJ RAHIM KAJAI UKM,101.78356,2.93177
KJ222 - KOLEJ TUN HUSSEIN ONN UKM,101.78111,2.9302
KJ223 - FAKULTI SAINS SOSIAL & KEMANUSIAAN UKM,101.78071,2.9287
KJ224 - PEJ MAHASISWA ANAK UKM,101.78169,2.9266
KJ225 - PUSTAKAAN TUN SRI LANANG UKM,101.78233,2.92596
KJ226 - FAKULTI EKONOMI & PENGURUSAN UKM,101.78299,2.92493
KJ227 - BGN SAINS KIMIA UKM,101.78161,2.92221
KJ228 - KOLEJ UNGKU OMAR UKM (BARAT),101.77985,2.9233
KJ229 - PUSAT KESIHATAN UKM,101.778,2.9261
KJ230 - MASJID UKM,101.77734,2.92854
KJ239 - COMPUTER CENTRE UKM,101.77287,2.92402
KJ240 - COMPUTER CENTRE UKM,101.77305,2.92407
KJ241 - FAKULTI PENDIDIKAN UKM,101.77492,2.92508
KJ242 - FAKULTI PENDIDIKAN UKM,101.77528,2.92511
KJ253 - PEJ PRASARANA UKM,101.7768,2.93028
KJ254 - INSTITUT KEHAKIMAN UKM,101.77234,2.93393
KJ255 - BANGI GATEWAY,101.76529,2.93388
KJ256 - LANGAT JAYA KONDOMINIUM,101.77934,3.0701
KJ257 - TMN SRI MELAKA BATU 9,101.77622,3.06944
KJ258 - KLINIK KESIHATAN BATU 9,101.77429,3.06906
KJ259 - PEJABAT POS BATU 9,101.77191,3.06844
KJ260 - PUSAT KEBUDAYAAN SOKA GAKKAI MALAYSIA,101.7684,3.06212
KJ261 - TMN KOTA CHERAS FASA3,101.76652,3.06581
KJ264 - TMN PUTRI JAYA,101.76263,3.06752
KJ265 - TMN PUTRI JAYA,101.7626,3.06809
KJ266 - TMN KOTA CHERAS FASA3,101.76675,3.06548
KJ267 - PUSAT KEBUDAYAAN SOKA GAKKAI MALAYSIA,101.76817,3.06273
KJ279 - APARTMENT MINANG,101.75745,3.05732
KJ280 - PANGSAPURI SRI MESRA,101.75743,3.06139
KJ281 - PANGSAPURI PAHLAWAN,101.75938,3.0652
KJ282 - TMN LAGENDA MAS,101.76108,3.06604
KJ283 - TMN LAGENDA MAS,101.76121,3.06609
KJ288 -,101.75932,3.06509
KJ289 - BDR MAHKOTA CHERAS SEK 1,101.78817,3.04713
KJ290 - TRANS CENTRE POINT TUN PERAK,101.75844,3.06382
KJ291 -,101.75871,3.06318
KJ292 - SRA TMN TUN PERAK,101.75802,3.06201
KJ293 -,101.7584,3.06209
KJ294 - BDR MAHKOTA CHERAS SEK 7,101.78715,3.04289
KJ297 -,101.75753,3.06121
KJ298 - APARTMENT MINANG,101.75753,3.05738
KJ299 - TMN RAKAN (TIMUR),101.78253,3.03549
KJ300 - TMN RAKAN (BARAT),101.780633,3.034692
KJ303 - INSTITUT PENGURUSAN VETERINAR,101.77509,3.03584
KJ304 - INSTITUT PENGURUSAN VETERINAR,101.77526,3.03599
KJ318 - CHERAS PERDANA 2,101.76791,3.04634
KJ319 - CHERAS PERDANA 5,101.76571,3.04292
KJ320 - CHERAS PERDANA 3,101.76496,3.04163
KJ321 - CHERAS PERDANA 6,101.76379,3.03973
KJ322 - C180 THE GATEWAY,101.76623,3.03458
KJ323 - C180 THE GATEWAY,101.76611,3.0346
KJ324 - CHERAS PERDANA 6,101.76327,3.03911
KJ325 - CHERAS PERDANA 3,101.765,3.04194
KJ326 - CHERAS PERDANA 5,101.76614,3.04387
KJ327 - CHERAS PERDANA 2,101.76783,3.04642
KJ328 - CHERAS PERDANA 1,101.76839,3.04731
KJ329 - EVERGREEN PARK CONDOMINIUM,101.78955,3.04188
KJ330 - TMN RAKAN (BARAT),101.78053,3.03488
KJ331 - TMN RAKAN (TIMUR),101.78205,3.03554
KJ361 - BDR SG LONG 7 (BARAT),101.79477,3.04603
KJ368 -,101.7247,3.00922
KJ369 -,101.72755,3.00987
KJ370 - BDR SG LONG 7 (TIMUR),101.79725,3.04806
KJ371 -,101.731,3.00978
KJ372 -,101.73327,3.00979
KJ381 - PUTRA SQUARE,101.73649,3.0118
KJ383 -,101.73721,3.01569
KJ397 - BDR DAMAI PERDANA (BARAT),101.73985,3.04888
KJ403 - BDR SG LONG 8,101.798967,3.049417
KJ407 - HENTIAN BDR TASIK KESUMA,101.85696,2.90281
KJ412 - SMK BDR BARU SG LONG,101.80194,3.0516
KJ422 - TOLL BATU 9,101.75893,3.07476
KJ429 - KOMPLEKS PKNS BANGI,101.75709,2.96255
KJ435 - KELAB GOLF BANGI,101.7648,2.96365
KJ437 - GREEN ACRE PARK CONDOMINIUM,101.80539,3.04778
KJ438 - SG.LONG CLUB HOUSE,101.80145,3.0417
KJ452 - BANDAR BARU BANGI SEK3 (UTARA),101.77565,2.94797
KJ453 - BANDAR BARU BANGI SEK 3,101.77584,2.94535
KJ454 - BANDAR BARU BANGI SEK 3(SELATAN ),101.77592,2.942
KJ455 - INSTITUT KEHAKIMAN UKM,101.77294,2.93377
KJ456 - PEJ PRASARANA UKM,101.77673,2.93069
KJ457 - DEWAN CHANSELOR TUN ABDUL RAZAK,101.77752,2.9306
KJ458 - UKM DRIVING RANGE,101.78573,2.93988
KJ459 - TMN INDUSTRI SG TANGKAS,101.78555,2.94572
KJ460 - KG SG TANGKAS,101.78775,2.95031
KJ461 - KOMPLEKS PERHENTIAN KAJANG,101.79173,2.95682
KJ462 - KAJANG SEK 5,101.79196,2.96125
KJ463 - KAJANG 2,101.7909,2.96456
KJ464 - REKO SENTRAL,101.78981,2.96798
KJ465 - RECCO AVENUE,101.78958,2.97194
KJ466 - TMN KAJANG UTAMA,101.78965,2.97441
KJ467 - TMN REKO JAYA,101.78967,2.97912
KJ468 - TMN SRI REKO,101.78969,2.9808
KJ469 - TMN MAHKOTA,101.78971,2.9838
KJ470 - KTM KAJANG,101.7896,2.98551
KJ471 - PASARAYA BILLION BDR KAJANG,101.78751,2.99172
KJ472 - MAJLIS PERBANDARAN KAJANG,101.79021,2.99311
KJ473 - HOSPITAL KAJANG,101.7933,2.99259
KJ477 - HAB UNITAR,101.79419,3.04084
KJ479 - METRO POINT KAJANG,101.7951,2.99199
KJ480 - TMN SG JELOK / MKH AVENUE 2,101.7993,2.99108
KJ481 - TMN ZAMRUD KAJANG,101.80338,2.9884
KJ482 - TMN RESTU 7,101.80795,2.98755
KJ483 - KOLEJ VOKASIONAL KAJANG,101.81311,2.98549
KJ484 - KAJANG PRIMA,101.81513,2.98421
KJ485 - TMN MAJU KAJANG,101.82066,2.97978
KJ486 - KLINIK KESIHATAN KAJANG,101.82597,2.97798
KJ487 - PASARAYA BILLION SEMENYIH,101.83033,2.97438
KJ489 - PASARAYA BILLION SEMENYIH,101.83065,2.97383
KJ498 - KLINIK KESIHATAN KAJANG,101.82562,2.978
KJ499 - TMN MAJU KAJANG,101.82003,2.9797
KJ500 - KAJANG PRIMA,101.81567,2.98365
KJ501 - KOLEJ VOKASIONAL KAJANG,101.81241,2.98582
KJ502 - TMN RESTU 7,101.80753,2.98736
KJ503 - TMN ZAMRUD KAJANG,101.80373,2.98805
KJ504 - TMN SG JELOK / MKH AVENUE 2,101.80023,2.99002
KJ505 - METRO POINT KAJANG,101.79468,2.99187
KJ506 - HOSPITAL KAJANG,101.79303,2.99245
KJ507 - MAJLIS PERBANDARAN KAJANG,101.79013,2.99299
KJ508 - PASARAYA BILLION BDR KAJANG,101.78785,2.99199
KJ509 - KTM KAJANG,101.78971,2.98596
KJ510 - TMN MAHKOTA,101.78985,2.98382
KJ511 - TMN SRI REKO,101.78981,2.98075
KJ512 - TMN REKO JAYA,101.7898,2.97908
KJ513 - BANDAR BARU BANGI SEK 2(SELATAN),101.76923,2.9381
KJ514 - APARTMENT SRI CEMPAKA,101.76743,2.94103
KJ515 - BANDAR BARU BANGI SEK 2 (UTARA),101.76518,2.94457
KJ521 - BANDAR BARU BANGI SEK 3(SELATAN ),101.77571,2.94226
KJ522 - BANDAR BARU BANGI SEK 3,101.7756,2.94527
KJ523 - BANDAR BARU BANGI SEK3 (UTARA),101.77541,2.94803
KJ524 - KELAB GOLF BANGI,101.7652,2.96349
KJ525 - KOMPLEKS PENTADBIRAN HULU LANGAT,101.75814,2.95628
KJ526 - WARTA BANGI UTAMA,101.75656,2.95343
KJ527 - ZON PERINDUSTRIAN SEK 16 (UTARA),101.75943,2.94555
KJ528 - ZON PERINDUSTRIAN SEK 16 (SELATAN),101.76014,2.94393
KJ529 - BALAI POLIS BANGI,101.76164,2.93943
KJ530 - BALAI POLIS BANGI,101.76151,2.939
KJ531 - ZON PERINDUSTRIAN SEK 16 (SELATAN),101.75999,2.94371
KJ533 - WARTA BANGI UTAMA,101.75632,2.95346
KJ560 - EVERGREEN PARK CONDOMINIUM,101.78948,3.04151
KJ561 - BDR MAHKOTA CHERAS SEK 7,101.78681,3.04327
KJ562 - BDR MAHKOTA CHERAS SEK 1,101.78793,3.04714
KJ563 - IMPIANA CHERAS,101.78891,3.05024
KJ564 - BDR MAHKOTA CHERAS SEK 5,101.79386,3.05443
KJ565 - SEK 6 JALAN SHAHBANDAR,101.79371,3.05935
KJ566 - BDR MAHKOTA CHERAS SEK 3,101.78923,3.06022
KJ570 - SEK 6 JALAN SHAHBANDAR,101.79377,3.05965
KJ571 - TMN AIK ANN,101.84143,2.95796
KJ572 - TMN DESA SEMENYIH,101.844,2.95573
KJ573 - TMN SEMENYIH,101.84486,2.95222
KJ574 - PERPUSTAKAAN AWAM SELANGOR SEMENYIH,101.84588,2.9501
KJ575 - DEWAN ORANG RAMAI SEMENYIH,101.84646,2.94889
KJ576 - KG SENTOSA,101.84803,2.94577
KJ577 - KEM BATILION 4 PGA,101.85086,2.93854
KJ578 - Taman Sri Manickavasagam,101.85413,2.93299
KJ579 - TESCO SEMENYIH,101.85589,2.93005
KJ580 - SETIA ECOHILL,101.85826,2.92515
KJ581 - SJK(T) LADANG RINCHING,101.86058,2.92312
KJ582 - TMN MUTIARA RINCHING,101.86267,2.91925
KJ583 - TMN RINCHING INDAH,101.86322,2.91595
KJ584 - BDR TASIK KESUMA FASA 4,101.86404,2.91387
KJ585 - ECO MAJESTIC / GALLERY CITY,101.86565,2.90965
KJ586 - PUSAT KEMAHIRAN MARA BERANANG,101.86669,2.90652
KJ587 - KOLEJ PROFESIONAL MARA BERANANG,101.86747,2.90369
KJ588 - SEMENYIH PARKLANDS,101.86913,2.89677
KJ589 - PERTUBUHAN PELADANG BERANANG,101.8699,2.89426
KJ590 - TMN PKNS BERANANG,101.87081,2.89147
KJ591 - TMN PERINDUSTRIAN MAHKOTA BERANANG,101.87075,2.88983
KJ592 - KG SESAPAN KELUBI (UTARA),101.87059,2.88609
KJ593 - KG SESAPAN KELUBI (SELATAN),101.87124,2.8819
KJ594 - KG SESAPAN BKT REMBAU,101.87216,2.87805
KJ595 - KG MACHANG HILIR,101.87253,2.87526
KJ596 - KOMPLEKS PENGHULU MUKIM BERANANG,101.87185,2.87412
KJ599 - SK BERANANG,101.87034,2.86845
KJ600 - KOMPLEKS PENGHULU MUKIM BERANANG,101.87205,2.87454
KJ601 - KG MACHANG HILIR,101.87248,2.87581
KJ602 - KG SESAPAN BKT REMBAU,101.87203,2.87802
KJ603 - KG SESAPAN KELUBI (SELATAN),101.87122,2.88123
KJ604 - KG SESAPAN KELUBI (UTARA),101.87045,2.88565
KJ605 - TMN PERINDUSTRIAN MAHKOTA BERANANG,101.8705,2.88975
KJ606 - TMN PKNS BERANANG,101.87044,2.89231
KJ607 - PERTUBUHAN PELADANG BERANANG,101.86985,2.89394
KJ608 - SEMENYIH PARKLANDS,101.86906,2.89626
KJ609 - KOLEJ PROFESIONAL MARA BERANANG,101.86716,2.90386
KJ610 - MALAYSIA JAPAN INDUSTRIAL INSTITUTE,101.86376,2.90545
KJ611 - PANGSAPURI BAIDURI,101.86173,2.9034
KJ613 - BDR TASIK KESUMA FASA 2,101.86093,2.90548
KJ614 - BDR TASIK KESUMA FASA 2,101.86089,2.90565
KJ615 - MALAYSIA JAPAN INDUSTRIAL INSTITUTE,101.86374,2.90564
KJ616 - PUSAT KEMAHIRAN MARA BERANANG,101.86642,2.90645
KJ617 - ECO MAJESTIC / GALLERY CITY,101.86522,2.91039
KJ618 - BDR TASIK KESUMA FASA 4,101.86382,2.91378
KJ619 - TMN RINCHING INDAH,101.86312,2.91559
KJ620 - TMN MUTIARA RINCHING,101.86189,2.9202
KJ621 - SJK(T) LADANG RINCHING,101.86042,2.92295
KJ622 - SETIA ECOHILL,101.85751,2.92553
KJ623 - TESCO SEMENYIH,101.85551,2.93022
KJ624 - Taman Sri Manickavasagam,101.85403,2.93266
KJ625 - KEM BATILION 4 PGA,101.85043,2.93907
KJ626 - KG SENTOSA,101.84788,2.94575
KJ627 - SEMENYIH,101.84516,2.94728
KJ628 - TERMINAL BAS SEMENYIH SENTRAL,101.84248,2.94496
KJ630 - DEWAN ORANG RAMAI SEMENYIH,101.84628,2.94898
KJ631 - PERPUSTAKAAN AWAM SELANGOR SEMENYIH,101.84552,2.95051
KJ632 - TMN SEMENYIH,101.84461,2.95261
KJ633 - TMN DESA SEMENYIH,101.84382,2.95569
KJ634 - TMN AIK ANN,101.84068,2.95818
KJ635 - PRIMA SAUJANA,101.80484,3.00619
KJ636 - PRIMA SAUJANA,101.80438,3.00711
KJ640 - SAUJANA IMPIAN,101.78897,3.0093
KJ641 - TESCO EXTRA KAJANG,101.78545,3.00511
KJ642 - KPJ KAJANG,101.78513,2.99926
KJ643 - STADIUM KAJANG,101.78772,2.99546
KJ644 - PLAZA WINNIE / TMN CENDANA,101.78139,2.99096
KJ646 - SG.RAMAL BARU,101.76696,2.98727
KJ649 - PANGSAPURI DESA BAIDURI,101.74693,3.05291
KJ663 - TMN LANGAT CERIA,101.78701,3.08166
KJ665 - CHERAS SELATAN 118,101.76848,3.03577
KJ666 - AEON CHERAS SELATAN,101.76607,3.03219
KJ667 - COLUMBIA ASIA HOSPITAL,101.76328,3.03078
KJ668 - KG BATU 10,101.7741,3.05204
KJ669 - MASJID KARIAH CHERAS,101.77355,3.0596
KJ670 - JUTA MINES CONDOMINIUM,101.73001,3.02483
KJ671 - TMN BKT BELIMBING (SELATAN),101.73215,3.02451
KJ672 - TMN TAMING JAYA (UTARA),101.73832,3.02624
KJ673 - SK TAMING JAYA,101.74945,3.02655
KJ674 - COLUMBIA ASIA HOSPITAL,101.76215,3.03062
KJ675 - CHERAS SELATAN 118,101.7677,3.03529
KJ679 - TMN SRI RAMAL,101.7571,2.9801
KJ680 - TMN RAMAL SURIA,101.75346,2.98108
KJ681 - BANGI GATEWAY,101.76486,2.934
KJ684 - TMN IKS BDR BARU BANGI,101.75064,2.9636
KJ686 - GIANT CHERAS,101.76677,3.06823
KJ687 - TMN RAMAL SURIA,101.75425,2.98106
KJ688 - TMN SRI RAMAL,101.75695,2.98042
KJ689 - TESCO EXTRA KAJANG,101.78533,3.00536
KJ690 - SAUJANA IMPIAN,101.78892,3.00963
KJ693 - AEON CHERAS SELATAN,101.76553,3.0322
KJ694 - TMN DESA BAIDURI (SELATAN),101.74962,3.04715
KJ697 - SK TAMING JAYA,101.74927,3.02623
KJ698 - KG BARU BALAKONG (BARAT),101.74583,3.02672
KJ699 - TMN TAMING JAYA (UTARA),101.74037,3.02555
KJ700 - KG BARU BALAKONG INDUSTRIAL AREA,101.73542,3.02536
KJ701 - JUTA MINES CONDOMINIUM,101.73034,3.02434
KJ702 - ROYAL MALAYSIAN POLICE COLLEGE,101.75591,3.0764
KJ703 - KG BARU BALAKONG (TIMUR),101.75615,3.02885
KJ704 - KG BARU BALAKONG (TIMUR),101.75589,3.02787
KJ705 - SYMPHONY TOWER,101.75107,3.02626
KJ706 - FLAT DESA SERDANG (BARAT),101.7235,3.0091
KJ710 - PANGSAPURI DESA BAIDURI,101.74663,3.05355
KJ711 - ROYAL MALAYSIAN POLICE COLLEGE,101.75461,3.07623
KJ712 - CHERAS ZEN PARK,101.74995,3.07852
KJ713 - CHERAS ZEN PARK,101.74964,3.07821
SL1 - DESA DUA APARTMENT DESA AMAN PURI,101.61561,3.21235
SL2 - DESA AMAN PURI (UTARA),101.61688,3.21132
SL3 - TMN INDUSTRI BOLTON (SELATAN),101.69671,3.23736
SL28 - WISMA UMNO GOMBAK BT CAVES,101.67744,3.2355
SL29 - KOMPLEKS AMANIAH,101.67508,3.23521
SL30 - MASJID JAMEK AL-AMANIAH TMN AMANIAH,101.67361,3.23594
SL31 - SK TMN SELAYANG,101.67333,3.24135
SL32 - SMK TMN SELAYANG,101.67388,3.24367
SL33 - KOMPLEKS SUKAN SIBER SIANTAN,101.67411,3.24631
SL34 - GIANT SELAYANG,101.67136,3.24659
SL35 - SELAYANG BARU (SELATAN),101.66754,3.24388
SL37 - SELAYANG BARU (BARAT),101.66438,3.24988
SL39 - SK SELAYANG BARU,101.66562,3.25377
SL40 - KG SELAYANG PERMAI (BARAT),101.66547,3.25643
SL41 - KG SELAYANG PERMAI (TIMUR),101.66771,3.25664
SL43 - TMN SELAYANG SEJATI,101.67039,3.25006
SL44 - PONDOK POLIS SELAYANG BARU,101.67139,3.24812
SL45 - PONDOK POLIS SELAYANG BARU,101.67129,3.24806
SL46 - TMN SELAYANG SEJATI,101.66967,3.2512
SL47 - SMK DARUL EHSAN,101.6689,3.25268
SL51 - SELAYANG BARU (UTARA),101.66684,3.25096
SL52 - SELAYANG BARU (BARAT),101.66433,3.24975
SL53 - NSK SELAYANG,101.66246,3.2439
SL54 - SELAYANG BARU (SELATAN),101.66738,3.24389
SL55 - GIANT SELAYANG,101.67118,3.24657
SL56 - BALAI PENGHULU MUKIM BT,101.67445,3.24814
SL57 - SRA SG TUA BAHARU,101.67477,3.25277
SL58 - TMN JASA,101.67283,3.2567
SL60 - KG BENDAHARA,101.67659,3.26214
SL61 - TMN BDR BARU SELAYANG FASA 2A,101.67847,3.26298
SL62 - TMN BDR BARU SELAYANG FASA 2A,101.67857,3.26289
SL63 - KG BENDAHARA,101.67596,3.26182
SL64 - TMN SELAYANG MUTIARA,101.67373,3.26024
SL65 - TMN JASA,101.6731,3.25643
SL66 - SRA SG TUA BAHARU,101.67497,3.25297
SL67 - KG MAHKOTA,101.67533,3.24983
SL68 - KG BARU SG TUA (TIMUR),101.6797,3.25402
SL69 - KG NAKHODA (TIMUR),101.68231,3.25341
SL70 - RUMPUN NAKHODA RESIDENT,101.68362,3.25278
SL71 - KG LAKSAMANA (UTARA),101.67931,3.24941
SL72 - MASJID KG NAKHODA,101.67808,3.24939
SL73 - KG LAKSAMANA (UTARA),101.67986,3.24997
SL74 - LEMBAGA KEBAJIKAN PEREMPUAN ISLAM (CAW KG NAKHODA),101.68279,3.25147
SL75 - RUMPUN NAKHODA RESIDENT,101.68349,3.25276
SL76 - KG NAKHODA (TIMUR),101.68224,3.25333
SL78 - KG BARU SG TUA (TIMUR),101.67938,3.2536
SL79 - KG BARU SG TUA (BARAT),101.6784,3.25276
SL80 - KG NAKHODA (BARAT),101.67695,3.25157
SL81 - SIMPANG NAKHODA,101.67578,3.25035
SL82 - SIMPANG NAKHODA,101.67568,3.25045
SL83 - KOMPLEKS SUKAN SIBER SIANTAN,101.67435,3.24647
SL84 - SMK SERI SELAYANG,101.67359,3.24207
SL85 - SK TMN SELAYANG,101.67354,3.2414
SL86 - DATARAN SELAYANG,101.67321,3.23834
SL87 - MASJID JAMEK AL-AMANIAH TMN AMANIAH,101.67389,3.23619
SL88 - KOMPLEKS AMANIAH,101.67512,3.23535
SL89 - WISMA UMNO GOMBAK BT CAVES,101.67732,3.23562
SL91 - TMN SELAYANG UTAMA (UTARA),101.64666,3.23897
SL92 - TMN SELAYANG JAYA (TIMUR),101.65237,3.23797
SL93 - TMN SERI MELATI,101.65682,3.24055
SL94 - SURAU AL-MUHAJIRIN KG GOMBAK INDAH,101.6953,3.24389
SL95 - TMN SERI MELATI,101.65803,3.24131
SL96 - TMN SELAYANG JAYA (TIMUR),101.65251,3.23792
SL97 - SK SELAYANG JAYA,101.64831,3.23647
SL98 - SK SELAYANG JAYA,101.6484,3.23656
SL101 - JBT PERKHIDMATAN VETERINAR,101.71288,3.21705
SL102 - BALAI POLIS GOMBAK,101.71281,3.2187
SL103 - HARMONIS APARTMENT,101.71374,3.22746
SL104 - KG TENGAH GOMBAK (UTARA),101.71342,3.22894
SL105 - TMN BKT LELA,101.71258,3.23018
SL107 - KG SG PUSU (SELATAN),101.71403,3.23878
SL108 - KG SG CHINCIN (BARAT),101.71508,3.24505
SL109 - TMN BKT LELA,101.71242,3.23103
SL110 - HARMONIS APARTMENT,101.71391,3.22809
SL111 - KG TENGAH GOMBAK (SELATAN),101.71437,3.22487
SL112 - GOMBAK SETIA,101.71388,3.22269
SL114 - KG SG CHINCIN (TIMUR),101.71998,3.24399
SL115 - BATU 8 GOMBAK,101.72162,3.245
SL116 - LEMBAH PINGGIRAN SG CHINCIN,101.72259,3.2473
SL117 - TMN RAWIYAH SULAIMAN JAYA (UTARA),101.72522,3.25374
SL118 - TMN PERMAI JAYA (UTARA),101.72662,3.2606
SL119 - DESA MAKMUR,101.7277,3.2693
SL120 - KG BATU 12 GOMBAK,101.73084,3.28865
SL121 - KG BATU 12 GOMBAK,101.73073,3.28875
SL122 - HOSPITAL ORANG ASLI GOMBAK,101.73126,3.29268
SL124 - HOSPITAL ORANG ASLI GOMBAK,101.73135,3.29291
SL125 - JHEOA,101.73107,3.29406
SL126 - KG BATU 11,101.7296,3.28253
LG151_JP,101.6310235,2.8279394
SL127 - PUSAT KEMAS BATU 11,101.72921,3.28039
SL128 - PUSAT KEMAS BATU 11,101.72908,3.28031
SL129 - SK TMN ILMU & BUDI (LAMA),101.72954,3.27881
SL130 - SK TMN ILMU & BUDI (LAMA),101.72944,3.2784
SL132 - DESA MAKMUR,101.72746,3.2678
SL133 - SIMPANG OC8/9 BATU ARANG,101.47327,3.30948
SL134 - KG SG SALAK,101.72664,3.26365
SL135 - KG SG SALAK,101.72651,3.26357
SL136 - TMN PERMAI JAYA (UTARA),101.72683,3.26039
SL137 - TMN PERMAI JAYA (SELATAN),101.72611,3.25729
SL139 - TMN RAWIYAH SULAIMAN JAYA (UTARA),101.72572,3.25467
SL140 - SK BDR TASIK PUTERI 2,101.47456,3.28114
SL141 - SK BDR TASIK PUTERI,101.4751,3.2854
SL142 - MASJID ZAKARIA TMN RAWIYAH SULAIMAN JAYA,101.72413,3.25129
SL143 - MASJID ZAKARIA TMN RAWIYAH SULAIMAN JAYA,101.72392,3.25118
