stop_name,lng,lat
SA285 - FLAT NILAM SARI (UTARA),101.48722,3.07493
SA324 - PANGSAPURI SEKSYEN 8 (BARAT),101.50572,3.09019
SA323 - PANGSAPURI SEKSYEN 8 (UTARA),101.50882,3.09136
SA322 - SEKSYEN 8 (TIMUR),101.51354,3.09013
SA340 - ALAM AVENUE SEKSYEN 16,101.493,3.058
SA341 - ALAM AVENUE SEKSYEN 16,101.49265,3.05825
SA375 - FACULTY OF ART & DESIGN UITM SHAH ALAM,101.50907,3.06381
SA353 - KOLEJ CENDANA UITM SHAH ALAM,101.50704,3.08475
SA352 - SK BANDAR ANGGERIK SEKSYEN 6,101.50847,3.08658
SA351 - FLAT PKNS SEKSYEN 6,101.50976,3.08658
SA349 - SEKSYEN 6 (UTARA),101.51021,3.08833
SA367 - BALAI POLIS SEK 11,101.52488,3.07612
SA387 - SEKSYEN 20 (SELATAN),101.54156,3.05163
SA461 - SEKSYEN 20 (SELATAN),101.54181,3.05209
SA400 - SMK TMN SRI MUDA (SELATAN),101.53988,3.025
SA401 - PLAZA TMN SRI MUDA (SELATAN),101.53719,3.02937
SA419 - PUSAT PERNIAGAAN JUBLI 20 (SELATAN),101.5388,3.04986
SA456 - PUSAT PERNIAGAAN JUBLI 20 (SELATAN),101.5371,3.04909
SA420 - SHAH ALAM SPECIALIST HOSPITAL (SALAM),101.53499,3.04809
SA455 - SHAH ALAM SPECIALIST HOSPITAL (SALAM),101.53411,3.04835
SA421 - SEKSYEN 23 (UTARA),101.53201,3.04635
SA422 - SEKSYEN 23 (UTARA),101.53183,3.04662
SA423 - SEKSYEN 19 (SELATAN),101.53011,3.04843
SA454 - SEKSYEN 19 (SELATAN),101.53057,3.04864
SA424 - SEKSYEN 23 (BARAT),101.5282,3.04831
SA425 - SEKSYEN 23 (BARAT),101.5281,3.04855
SA428 - CIAST (CENTRE OF INSTRUCTOR ADVANCE SKILL TRAINING),101.52489,3.05289
SA441 - KTM SHAH ALAM,101.52516,3.05581
SA440 - MASJID NAHDHAH AL-ISLAM,101.52227,3.05362
SA442 - SEKSYEN 19 (UTARA),101.52578,3.05546
SA462 - SEKSYEN 20 (TIMUR),101.54262,3.05513
SA863 - SEKSYEN 20 (TIMUR),101.54321,3.05478
SA463 - KPJ SELANGOR MEDICAL CENTRE,101.54193,3.0577
SA862 - KPJ SELANGOR MEDICAL CENTRE,101.5425,3.05676
SA464 - SEKSYEN 20 (UTARA),101.5414,3.05953
SA861 - SEKSYEN 20 (UTARA),101.54151,3.06019
SA465 - TIONG NAM INDUSTRIAL PARK 2,101.5409,3.06252
SA860 - TIONG NAM INDUSTRIAL PARK 2,101.54115,3.06247
SA486 - BATU TIGA INDUSTRIAL PARK,101.55828,3.08221
SA487 - BATU TIGA INDUSTRIAL PARK,101.55799,3.08245
SA496 - HICOM GLENMARIE INDUSTRIAL PARK (SELATAN),101.5619,3.08245
SA497 - HICOM GLENMARIE INDUSTRIAL PARK (SELATAN),101.56213,3.08222
SA505 - BALAI BOMBA KOTA ANGGERIK,101.54569,3.10948
SA508 - BALAI BOMBA KOTA ANGGERIK,101.54519,3.10963
SA506 - BUKIT JELUTONG TIMUR,101.54232,3.10874
SA507 - BUKIT JELUTONG TIMUR,101.54211,3.10895
SA528 - UITM PUNCAK PERDANA (BARAT),101.49188,3.13306
SA543 - BULATAN JUBLI PERAK,101.52375,3.04561
SA596 - BULATAN JUBLI PERAK,101.52362,3.04581
SA544 - SEKSYEN 24 (UTARA),101.5203,3.04353
SA595 - SEKSYEN 24 (UTARA),101.51989,3.04362
SA545 - OLE-OLE SHOPPING CENTRE,101.51568,3.04348
SA594 - OLE-OLE SHOPPING CENTRE,101.51587,3.04362
SA546 - KOLEJ UITM SEKSYEN 18,101.5146,3.04488
SA593 - KOLEJ UITM SEKSYEN 18,101.51495,3.04475
SA547 - JPS SELANGOR,101.50987,3.04735
SA592 - JPS SELANGOR,101.50972,3.04758
SA548 - FLAT PKNS SEKSYEN 17,101.50725,3.04676
SA549 - SEKSYEN 17 (TIMUR),101.50715,3.0439
SA550 - SEKSYEN 17 (SELATAN),101.50415,3.04157
SA551 - DEWAN MBSA SEKSYEN 17,101.5027,3.04614
SA556 - SK SEKSYEN 17 (UTARA),101.50265,3.04447
SA554 - SK SEKSYEN 17 (SELATAN),101.5026,3.04277
SA560 - UITM SEKSYEN 17,101.5021,3.04846
SA561 - ALAM D' 16 RESIDENTIALS (BARAT),101.5022,3.05371
SA580 - ALAM D' 16 RESIDENTIALS (BARAT),101.5023,3.05337
SA562 - SK SEKSYEN 16,101.50283,3.05833
SA564 - SMK SEKSYEN 16,101.50318,3.05444
SA579 - SMK SEKSYEN 16,101.50284,3.05435
SA565 - ALAM D' 16 RESIDENTIALS (UTARA),101.50513,3.05442
SA578 - ALAM D' 16 RESIDENTIALS (UTARA),101.50494,3.05433
SA568 - PASAR MBSA SEKSYEN 16,101.50568,3.05546
SA577 - PASAR MBSA SEKSYEN 16,101.50571,3.0557
SA569 - PANGSAPURI ANGGERIK INDAH,101.50578,3.05878
SA574 - PANGSAPURI ANGGERIK INDAH,101.50575,3.05847
SA570 - HAB SEK 16,101.5091,3.0585
SA571 - HAB SEK 16,101.50921,3.05851
SA575 - SURIA AVENUE,101.50718,3.05813
SA576 - SURIA AVENUE,101.50729,3.05813
SA590 - COLUMBIA ASIA EXTENDED CARE HOSPITAL,101.50473,3.04773
SA597 - PUSPAKOM PADANG JAWA,101.48856,3.05834
SA816 - PUSPAKOM PADANG JAWA,101.48854,3.05821
SA601 - KTM PADANG JAWA,101.49089,3.05277
SA604 - U5 (SELATAN),101.54683,3.14019
SA674 - U5 (SELATAN),101.547,3.14001
SA641 - U5 (UTARA),101.54828,3.14863
SA675 - U5 (UTARA),101.54812,3.14873
SA642 - TMN SUBANG PERDANA (TIMUR),101.54729,3.14905
SA643 - PANGSAPURI DAISY TMN SUBANG PERDANA,101.54616,3.1522
SA645 - FLAT SUBANG PERDANA,101.54068,3.15146
SA650 - TMN SUBANG PERDANA (BARAT),101.53839,3.15559
SA649 - SURAU WILDAN TMN SUBANG PERDANA,101.53827,3.15653
SA654 - TMN SUBANG PERDANA (SELATAN),101.54342,3.14955
SA661 - KG MELAYU SUBANG (BARAT),101.5305,3.14848
SA662 - SMK KG MELAYU SUBANG,101.52911,3.15179
SA677 - PANGSAPURI SERI GALAKSI SUBANG BESTARI,101.55008,3.1718
SA746 - PANGSAPURI SERI GALAKSI SUBANG BESTARI,101.55026,3.17159
SA686 - SUBANG GALAXY,101.53426,3.16907
SA694 - SUBANG GALAXY,101.53401,3.1694
SA687 - TMN PUTERI SUBANG,101.53423,3.1675
SA691 - TMN PUTERI SUBANG,101.53401,3.16752
SA688 - APARTMENT JASMIN,101.53509,3.16501
SA689 - PINGGIRAN SUBANG,101.536,3.16243
SA690 - PINGGIRAN SUBANG,101.5355,3.1632
SA703 - MAH SING INTERGRATED PARK (TIMUR),101.53576,3.17868
SA699 - MAH SING INTERGRATED PARK (SELATAN),101.53626,3.17718
SA702 - MAH SING INTERGRATED PARK (SELATAN),101.5366,3.17709
SA700 - DAMAI SUBANG BESTARI,101.53794,3.17718
SA704 - TMN MUTIARA SUBANG (BARAT),101.53575,3.18308
SA707 - PANGSAPURI UTARID,101.53515,3.18257
SA716 - SMK SUBANG BESTARI (SELATAN),101.54368,3.17721
SA717 - SMK SUBANG BESTARI (SELATAN),101.54331,3.17728
SA721 - APARTMENT SUBANG SURIA,101.53527,3.18425
SA724 - TMN SUBANG IDAMAN (SELATAN),101.54895,3.16566
SA725 - TMN SUBANG IDAMAN (SELATAN),101.54885,3.16547
SA726 - APARTMENT MENTARI,101.54131,3.16662
SA735 - APARTMENT MENTARI,101.54141,3.16699
SA727 - APARTMENT RUBY,101.54237,3.16746
SA734 - APARTMENT RUBY,101.54236,3.16737
SA728 - TMN NUSA SUBANG,101.54626,3.16747
SA733 - TMN NUSA SUBANG,101.54558,3.16737
SA729 - PANGSAPURI NURI,101.54894,3.16746
SA732 - PANGSAPURI NURI,101.54884,3.16737
SA730 - TMN SUBANG IDAMAN (UTARA),101.54943,3.16684
SA731 - TMN SUBANG IDAMAN (UTARA),101.54934,3.16675
SA736 - BANDAR PINGGIRAN SUBANG,101.54934,3.16303
SA739 - BANDAR PINGGIRAN SUBANG,101.54943,3.16258
SA737 - SUBANG 2 (UTARA),101.54933,3.16413
SA738 - SUBANG 2 (UTARA),101.54942,3.16426
SA740 - SUBANG 2 (BARAT),101.54802,3.16128
SA745 - SUBANG 2 (BARAT),101.54793,3.16106
SA741 - SUBANG 2 (SELATAN),101.54705,3.1572
SA744 - SUBANG 2 (SELATAN),101.54663,3.15729
SA778 - PASAR TANI SUBANG PERDANA,101.53581,3.15928
SA756 - DENAI ALAM (TIMUR),101.51578,3.15912
SA757 - E-BOULEVARD DENAI ALAM,101.51188,3.16297
SA775 - E-BOULEVARD DENAI ALAM,101.51284,3.16347
SA759 - CENDANA APARTMENT TMN BUKIT SUBANG,101.512,3.17332
SA760 - CENDANA APARTMENT TMN BUKIT SUBANG,101.51326,3.17276
SA761 - PANGSAPURI TERATAI TMN BUKIT SUBANG,101.5154,3.17226
SA762 - PANGSAPURI MELATI TMN BUKIT SUBANG,101.51689,3.17128
SA763 - TMN BUKIT SUBANG (TIMUR),101.51719,3.16928
SA764 - PANGSAPURI LILI TMN BUKIT SUBANG,101.5156,3.1688
SA773 - NERIDA RESIDENCE DENAI ALAM,101.5171,3.15639
SA774 - NERIDA RESIDENCE DENAI ALAM,101.51688,3.15626
SA785 - DAMAI 15 RESIDENCE SETIA ALAM,101.46235,3.09704
SA786 - HENTIAN PUSAT BANDAR SHAH ALAM (A),101.521365,3.072444
SA790 - JPJ PADANG JAWA (SELATAN),101.49004,3.05828
SA791 - JPJ PADANG JAWA (SELATAN),101.48987,3.05817
SA798 - SMK SETIA ALAM,101.45727,3.0944
SA799 - SK BANDAR SETIA ALAM (UTARA),101.45419,3.09466
SA811 - SEKSYEN 16 (BARAT),101.4864,3.05824
SA890 - SEKSYEN 16 (BARAT),101.48646,3.05837
SA820 - SETIA CITY MALL,101.4606,3.10826
SA821 - SETIA CITY MALL,101.46034,3.10813
SA855 - WISMA MBSA,101.52061,3.07295
SA888 - FLAT SRI RASAU,101.48408,3.05823
SA889 - FLAT SRI RASAU,101.48436,3.05835
AMAN SURIA,101.59519,3.123
DATARAN PRIMA,101.59431,3.11973
PRIMA AVENUE (SELATAN ),101.59536,3.11598
PRIMA AVENUE (SELATAN ),101.59614,3.11566
PRIMA AVENUE (UTARA),101.59348,3.11687
DATARAN PRIMA,101.59395,3.11931
TMN BUKIT MAYANG MAS,101.59563,3.12583
FLAT SRI CEMARA (UTARA),101.62189,3.20708
FLAT SRI CEMARA (SELATAN),101.61758,3.20582
BDR SRI DAMANSARA 7,101.61348,3.18542
SMK BANDAR SRI DAMANSARA,101.60318,3.19146
BDR SRI DAMANSARA 12,101.60706,3.19338
BDR SRI DAMANSARA 12,101.60747,3.19361
FLAT GASING INDAH,101.662,3.08644
BDR SRI DAMANSARA 7,101.61336,3.1856
VISTA SAUJANA,101.59415,3.19681
SK DAMANSARA DAMAI 1,101.59323,3.19257
SEKSYEN 11,101.64713,3.10697
SMK DAMANSARA DAMAI 1 (SELATAN),101.59239,3.19068
APARTMENT IMPIAN DAMANSARA DAMAI,101.5884,3.192
APARTMENT PERMAI DAMANSARA DAMAI,101.58823,3.19423
VISTA SAUJANA,101.59406,3.19723
PPR KOTA DAMANSARA SEKSYEN 8,101.57738,3.17687
GUGUSAN DAHLIA,101.57693,3.17342
SMK (L) BUKIT BINTANG,101.64035,3.10849
GUGUSAN DAHLIA,101.57557,3.17386
SK SEKSYEN 7 KOTA DAMANSARA (SELATAN),101.57712,3.16743
SK SEKSYEN 7 KOTA DAMANSARA (UTARA),101.57556,3.16903
TMN GASING INDAH,101.66065,3.08576
KD SEK. 7,101.57535,3.17014
GUGUSAN DEDAP,101.593,3.15845
SEK KEB SEKSYEN 11 KOTA DAMANSARA,101.5947,3.16008
SUNSURIA AVENUE,101.59078,3.15466
CARLINA APARTMENT,101.58721,3.15896
CARLINA APARTMENT,101.58705,3.15885
GUGUSAN SIANTAN,101.58508,3.15609
GUGUSAN SIANTAN,101.585,3.15625
KOTA DAMANSARA SEK 6,101.57656,3.15888
SEK REN SEKSYEN 6 KOTA DAMANSARA,101.57559,3.15547
GUGUSAN TERATAI,101.57738,3.15509
SEK REN SEKSYEN 6 KOTA DAMANSARA,101.57561,3.15538
PANGSAPURI CEMPAKA SEK 7,101.5743,3.15664
PUSAT KOMERSIL KOTA DAMANSARA SEK 6 (UTARA),101.57408,3.15997
KG TUNKU (TIMUR),101.62066,3.09224
SRJK Â© SUNGEI WAY,101.62067,3.08814
PUSAT KOMERSIAL KELANA IMPIAN,101.61489,3.09011
PUSAT PERNIAGAAN KELANA (UTARA),101.58992,3.09659
SEBELUM PERSIMPANGAN JLN SS3/50,101.61487,3.09287
SEBELUM PERSIMPANGAN JLN SS3/56,101.6149,3.09419
SEBELUM PERSIMPANGAN JLN SS3/62,101.61488,3.09569
SEBELUM PERSIMPANGAN JLN SS3/74,101.61488,3.09966
SRI MANJA SQUARE,101.6472,3.07327
SRI MANJA SQUARE,101.64718,3.07303
HADAPAN FLAT SRI MANJA,101.64425,3.07405
HADAPAN D DESARIA WESTERN CORNER,101.64398,3.07476
BERTENTANGAN FLAT SRI MANJA BLOK LC3,101.64436,3.07416
PERMAI APARTMENT PJS1,101.64656,3.07972
PINNACLE PJ,101.64007,3.10322
TMN MEDAN BARU,101.63486,3.0744
TMN MEDAN BARU,101.63493,3.07464
HAB DESA MENTARI,101.63328,3.07552
PJS 4 (TIMUR),101.62956,3.07603
PJS 4 (BARAT),101.62779,3.07634
PJCC,101.62718,3.07843
PJ SOUTH CITI,101.6272,3.08084
DAMANSARA UPTOWN (BARAT),101.62093,3.13523
DESA MENTARI PHASE 4 (SELATAN),101.62717,3.08328
DAMANSARA UTAMA (SELATAN),101.62076,3.13287
PJCC,101.62728,3.07809
PJS 4 (BARAT),101.6279,3.07654
PJS 4 (TIMUR),101.62937,3.07628
VSQ SQUARE,101.63919,3.10661
HAB DESA MENTARI,101.63299,3.07574
MENARA ANN JOO,101.62291,3.08386
TMN DESARIA (TIMUR),101.62172,3.08304
TMN DESARIA (BARAT),101.6185,3.08172
TMN MEGAH (SELATAN),101.61045,3.11221
GEREJA ST.IGNATIUS,101.59921,3.11313
PANGSAPURI PKNS,101.61613,3.07667
FLAT DESA MENTARI (SELATAN),101.61561,3.07826
FLAT DESA MENTARI (UTARA),101.61563,3.07988
TMN DESARIA (BARAT),101.61821,3.08178
TMN DESARIA (TIMUR),101.62093,3.08263
MENARA ANN JOO,101.62295,3.08402
SUNWAY MENTARI (TIMUR),101.61276,3.07636
SUNWAY MENTARI (BARAT),101.61156,3.07636
SUNWAY MENTARI (BARAT),101.61166,3.07653
SUNWAY MENTARI (TIMUR),101.61303,3.07653
SS5A KELANA JAYA (SELATAN),101.60703,3.09347
WISMA FAM (SELATAN),101.60704,3.09506
SEK AGAMA AL-HIDAYAH,101.60701,3.10013
KAWASAN PERUMAHAN SS4A,101.61118,3.10788
KAWASAN PERUMAHAN SS3 (UTARA),101.61097,3.1005
KAWASAN PERUMAHAN SS3 (SELATAN),101.61098,3.09962
SENTOSA RESIDENCE (UTARA),101.61097,3.09678
SENTOSA RESIDENCE (SELATAN),101.61096,3.09337
MASJID AL-HIDAYAH,101.60945,3.10162
TMN SERI ALAM,101.60926,3.10438
DAMANSARA UPTOWN (UTARA),101.62261,3.13792
DAMANSARA UPTOWN (UTARA),101.62296,3.13811
BGN SIN CHEW DAILY (TIMUR),101.63065,3.11823
FLAT SS17 (SELATAN),101.63337,3.11891
JAYA ONE,101.63549,3.11891
FLAT SS17 (BARAT),101.63217,3.11995
SEK KEB SRI DAMAI (SELATAN),101.63383,3.12118
SEK KEB SRI DAMAI (UTARA),101.63391,3.12226
APARTMENT HAPPY MANSION (SELATAN),101.63402,3.12339
APARTMENT HAPPY MANSION (UTARA),101.63465,3.12464
SUBANG JAYA YOUTH CLUB,101.60147,3.07339
APARTMENT HAPPY (SELATAN),101.63671,3.12468
CONDOMINIUM PRIMA 16,101.64,3.12367
IIUM (BARAT),101.63837,3.1208
IIUM (SELATAN),101.63957,3.11873
MASJID KOLEJ ISLAM,101.64056,3.11868
IIUM (TIMUR),101.64322,3.11971
APARTMENT ASTANA DAMANSARA,101.63908,3.12765
CONDOMINIUM TIARA DAMANSARA,101.63841,3.12505
IIUM (TIMUR),101.64344,3.11993
SMK SULTAN ABDUL SAMAD (UTARA),101.64499,3.11852
MILLENIUM COURT,101.64803,3.11819
UMSC,101.64961,3.11714
FAKULTI PPUM,101.65097,3.11439
FAKULTI PPUM,101.65078,3.1143
UMSC,101.64958,3.11684
MILLENIUM COURT,101.64809,3.11794
SMK SULTAN ABDUL SAMAD (UTARA),101.64514,3.11823
SR SRI PETALING (UTARA),101.63886,3.11034
PJ MIDTOWN,101.64147,3.11339
SMK SULTAN ABDUL SAMAD (BARAT),101.64305,3.1165
MASJID KOLEJ ISLAM,101.64104,3.11844
IIUM (SELATAN),101.63947,3.11851
JAYA ONE,101.63536,3.11868
FLAT SS17 (SELATAN),101.63357,3.1187
BGN SIN CHEW DAILY (TIMUR),101.63053,3.11784
SIN CHEW DAILY (SELATAN),101.63056,3.11652
QUILL 9,101.63285,3.11424
JAYA 33,101.63644,3.11064
JAYA 33,101.63629,3.11047
MASJID TUN ABDUL AZIZ,101.63312,3.11178
3 TWO SQUARE,101.63069,3.11072
KAWASAN PERUMAHAN SEKSYEN 20 PJ (TIMUR),101.62841,3.11049
KAWASAN PERUMAHAN SEKSYEN 20 PJ (BARAT),101.62583,3.10931
SMK SERI UTAMA,101.63225,3.09847
SUNWAY PYRAMID 3,101.6036,3.0737
SMK (P) SRI AMAN (UTARA),101.62918,3.10335
LRT TMN PARAMOUNT,101.62341,3.10463
KAWASAN PERUMAHAN SEKSYEN 20 PJ (BARAT),101.62611,3.10956
KAWASAN PERUMAHAN SEKSYEN 20 PJ (TIMUR),101.62877,3.11078
MASJID TUN ABDUL AZIZ,101.63286,3.11177
SEA PARK (UTARA),101.62342,3.10978
SEA PARK (UTARA),101.62318,3.10965
APARTMENT SEA PARK,101.62171,3.11146
BANGUNAN TAKAFUL IKHLAS,101.62773,3.11491
BERTENTANGAN NANKING COURT RESTAURANT,101.62867,3.11886
HADAPAN KLINIK CLIQUE,101.62632,3.11828
SMK TMN SEA (BARAT),101.61673,3.10867
HADAPAN JALAN SS1/26,101.61645,3.10466
HADAPAN JALAN SS1/29,101.61751,3.10314
BERTENTANGAN PETRON STATION,101.61948,3.10026
BERDEKATAN SHELL STATION,101.63062,3.09635
PANGSAPURI SERI SETIA,101.62232,3.08674
WISMA SEA TACKLE,101.62531,3.08862
MASJID DATO' HAJI KAMARUDIN (SELATAN),101.62798,3.09366
SRK KG TUNKU (UTARA),101.61932,3.09842
HADAPAN JALAN SS 1/38,101.61632,3.10465
SMK TMN SEA (BARAT),101.61648,3.1086
SMK TMN SEA (UTARA),101.61619,3.11003
LRT TMN BAHAGIA,101.61291,3.11078
PUSAT PERNIAGAAN SS2 (BARAT),101.62133,3.11657
PUSAT PERNIAGAAN SS2 (BARAT),101.62081,3.11723
BERTENTANGAN PERODUA,101.62624,3.11845
HADAPAN NANKING RESTAURANT,101.62869,3.11898
BESTARI DE KOTA (BARAT),101.57411,3.16372
BESTARI DE KOTA (UTARA),101.57562,3.16509
GUGUSAN SEROJA (SELATAN),101.57767,3.15346
KONTENA (SELATAN),101.61518,3.08115
GUGUSAN MAWAR,101.57864,3.15116
UNITAR PJ,101.60076,3.09979
DAMANSARA PALM SPRING,101.59907,3.14961
APARTMENT PELANGI DAMANSARA,101.6031,3.15386
E-CURVE,101.60869,3.15789
THE CURVE,101.61198,3.16013
RITZE PERDANA 2,101.61143,3.16398
RITZE 1,101.60625,3.16774
CONDOMINIUM METROPOLITAN SQUARE,101.60789,3.166
NEO DAMANSARA,101.61214,3.16484
NEO DAMANSARA,101.61226,3.16463
RITZE PERDANA 2,101.61165,3.16418
THE CURVE,101.61217,3.15989
E-CURVE,101.60928,3.15793
APARTMENT PELANGI DAMANSARA,101.60326,3.15363
DAMANSARA PALM SPRING,101.60019,3.14987
SIERRA DAMANSARA,101.5864,3.14978
D SHIRE VILLA,101.58381,3.1499
BERTENTANGAN PERUMAHAN KASTAM,101.60191,3.09877
KOLEJ SEGI,101.57688,3.15061
LUMI TROPICANA (UTARA),101.59421,3.13004
LUMI TROPICANA (SELATAN),101.59385,3.12873
OASIS DAMANSARA,101.57639,3.11366
ARA WALK,101.57451,3.12375
APARTMENT SERI MERANTI,101.57102,3.11926
MAISSON ARA DAMANSARA,101.58858,3.12161
SERI PILMOR,101.58321,3.12244
PERUMAHAN SEKSYEN 1A,101.65749,3.08641
APARTMENT INAI,101.65455,3.08518
APARTMENT INAI,101.65435,3.08509
FAKULTI SAINS KESIHATAN UITM (SELATAN),101.65226,3.08696
FAKULTI SAINS KESIHATAN UITM (UTARA),101.65068,3.08659
STESEN BAS JLN OTHMAN,101.64678,3.08689
SEKSYEN 2 PJ OLD TOWN (TIMUR),101.64441,3.08723
BERDEKATAN JALAN TANDANG 204A,101.64067,3.08824
HADAPAN SOUP CAMPBELLS,101.64024,3.08965
HADAPAN SURE-REACH COURIER,101.6402,3.09156
HADAPAN KOMPLEKS PENCHALA,101.6405,3.0942
SEKSYEN 8 (SELATAN),101.64077,3.09598
IPD PJ,101.64129,3.09866
IPD PJ,101.64142,3.09807
SEKSYEN 8 (SELATAN),101.64111,3.09647
HOSPITAL ASUNTA,101.64482,3.09434
WISMA PERKESO,101.6465,3.09507
WISMA MCIS ZURICH,101.6412,3.10099
LRT ASIA JAYA,101.63841,3.10448
SR SRI PETALING (SELATAN),101.63915,3.10863
SR SRI PETALING (SELATAN),101.63908,3.10893
WISMA TNB,101.648286,3.104069
LRT TMN JAYA,101.64498,3.10386
SMK ASUNTA,101.65023,3.09901
SMK ASUNTA,101.65024,3.09889
YWCA PETALING JAYA,101.6479,3.09926
FAKULTI SAINS KESIHATAN UITM (UTARA),101.65074,3.08676
MAKTAB KERJASAMA MALAYSIA,101.64208,3.09548
BERTENTANGAN KOMPLEKS PENCHALA,101.64065,3.09345
BERTENTANGAN SURE-REACH COURIER,101.6404,3.09116
BERTENTANGAN SOUP CAMBELLS,101.64057,3.08912
BERDEKATAN JALAN OTHMAN,101.64103,3.08796
SEKSYEN 2 PJ OLD TOWN (TIMUR),101.64396,3.0875
STESEN BAS JLN OTHMAN,101.64772,3.08693
FAKULTI SAINS KESIHATAN UITM (SELATAN),101.65198,3.08694
SK PETALING JAYA,101.65219,3.0887
MASJID JAMEK SULTAN ABDUL AZIZ,101.6506,3.09118
TRUE JESUS CHURCH,101.64892,3.09206
SK LA SALLE PETALING JAYA (SELATAN),101.65245,3.09915
TMN JAYA,101.65298,3.103
SK DAMANSARA JAYA (UTARA),101.61677,3.12361
ATRIA DAMANSARA JAYA (TIMUR),101.61748,3.12663
DAMANSARA JAYA (SELATAN),101.6204,3.12811
KDU (BARAT),101.62233,3.12692
LUMI TROPICANA (SELATAN),101.59363,3.12871
SMK TROPICANA,101.59826,3.12881
APARTMENT BAYU PUTERI,101.59736,3.1318
PUSAT PERNIAGAAN MERCHANT SQUARE,101.60088,3.13267
APARTMENT DAMAI,101.60034,3.13191
APARTMENT PERMAI,101.59955,3.13189
MUTIARA TROPICANA,101.59908,3.12921
SJK Â© PUAY CHAI 2 (UTARA),101.61216,3.14728
HENTIAN BANDAR UTAMA,101.61318,3.15128
ONE UTAMA NEW WING,101.61662,3.15038
IKANO,101.61075,3.15494
IKANO,101.61252,3.15531
FIRST AVENUE,101.61509,3.14641
SRI PENTAS,101.61833,3.14543
SMK BANDAR UTAMA,101.61461,3.14345
SRK KELANA JAYA,101.60791,3.10431
SRK SRI NOBEL,101.60584,3.10525
PJ5 SOHO,101.60429,3.10518
PERUMAHAN PEGAWAI POLIS (SELATAN),101.60234,3.10506
PERUMAHAN PEGAWAI POLIS (UTARA),101.60063,3.10496
DATARAN GLOMAC,101.60051,3.10206
PANGSAPURI PKNS SS3,101.61455,3.08874
ICON CITY,101.61477,3.08435
SUNWAY LAGOON,101.60592,3.0741
DEPOT RAPID KL SUBANG,101.58368,3.11363
PPR TMN PUTRA PERMAI (SELATAN),101.58549,3.11535
PPR TMN PUTRA PERMAI (UTARA),101.58766,3.11425
SHANG VILLA,101.59275,3.09559
SATDIUM MBPJ (SELATAN),101.59425,3.09754
CONDOMINIUM KELANA MAHKOTA,101.59293,3.10229
GLOMAC BOULEVARD,101.591,3.09922
CONDOMINIUM KELANA D' PUTERA,101.5933,3.10564
KG CHEMPAKA,101.59852,3.1141
KG CHEMPAKA,101.5987,3.11416
PRIMA AVENUE (UTARA),101.59372,3.1167
FLAT MINANGKABAU (UTARA),101.6138,3.07831
SS2 (SELATAN),101.62123,3.11441
AMAN SURIA,101.59495,3.12305
TMN BUKIT MAYANG MAS,101.5959,3.1257
LRT KELANA JAYA,101.60449,3.11272
KTM SUNGAI BULOH (TIMUR),101.58199,3.20506
KTM SUNGAI BULOH (SELATAN),101.58081,3.20528
KELAB SRI DAMANSARA,101.61027,3.1988
KELAB SRI DAMANSARA,101.61054,3.19863
BANGUNAN MILENRAYA,101.61769,3.19891
TMN BUKIT MALURI (UTARA),101.62731,3.20277
TMN BUKIT MALURI (UTARA),101.62665,3.20223
BANGUNAN KWSP,101.65314,3.10998
BANGUNAN KWSP,101.652892,3.110158
THE HIGHWAY CENTER,101.632119,3.091992
PLAZA SERI SETIA,101.61995,3.08444
FAS BUSINESS AVENUE,101.5957,3.10863
LRT KELANA JAYA,101.60531,3.11311
GEREJA ST.IGNATIUS,101.59943,3.11359
MENTARI COURT 2,101.60815,3.08312
NOVA SAUJANA,101.58271,3.10926
NOVA SAUJANA,101.5826,3.10896
PEREMBA SQUARE,101.58591,3.1071
PEREMBA SQUARE,101.58563,3.10703
SUNWAY PYRAMID,101.60866,3.0742
SUNWAY PYRAMID 3,101.60316,3.07323
SUBANG JAYA YOUTH CLUB,101.60074,3.07297
KGPA,101.64689,3.129
MENARA CP,101.64273,3.1284
OVAL DAMANSARA,101.63195,3.13154
OVAL DAMANSARA,101.63127,3.13173
MENARA KURNIA,101.61346,3.07845
FLAT MINANGKABAU (UTARA),101.61346,3.07845
SUNGEI WAY FREE TRADE ZONE (UTARA),101.61117,3.09116
PUSAT PERNIAGAAN TMN MEGAH,101.61439,3.11545
PUSAT PERNIAGAAN TMN MEGAH,101.6141,3.11559
KDU (UTARA),101.62339,3.12765
KG BUKIT LANJAN,101.61518,3.16551
ONE UTAMA NEW WING,101.6174,3.14991
DAMANSARA KIM (SELATAN),101.62448,3.13509
KELANA JAYA PARK (UTARA),101.5972,3.1019
FAS BUSINESS AVENUE,101.59608,3.10872
SUNGEI WAY FREE TRADE ZONE (UTARA),101.61285,3.08959
HS1 - KG SG CHOH,101.58843,3.34469
HS2 - ARKED SERI BENGKULU,101.58987,3.34663
HS3 - SMK SG CHOH,101.58551,3.34987
HS4 - KG TRADISI SG CHOH,101.58277,3.35128
HS5 - SG CHOH (SELATAN),101.57459,3.35751
HS6 - ANUGERAH SURIA (SELATAN),101.56907,3.36012
HS8 - TMN EHSAN IBU,101.55945,3.36129
HS10 - TMN MELURSARI BDR BARU SG BUAYA,101.5332,3.37642
HS11 - TMN BERNAM JAYA,101.53728,3.66105
HS12 - BKT SENTOSA,101.55901,3.39918
HS17 - TMN MELURSARI BDR BARU SG BUAYA,101.53389,3.37638
